# 오늘의 말씀 한 줄 적용문 — reference<TAB>적용문
# 풀이(LLM)가 실패했을 때의 폴백이다. 한 문장, 30자 안팎, '~하세요/~보세요' 체.
# 기존 385개 목록에서 참조가 같은 것은 그대로 가져왔다.
시편 34:18	마음이 부서진 자리에서 오히려 더 가까이 계신다는 위로가 있습니다.
시편 42:11	가라앉는 마음에게 소망을 두라고 스스로 말해 주는 하루가 되기를.
시편 55:22	혼자 지고 있던 짐을 내려놓아도 괜찮은 하루입니다.
시편 118:24	오늘 하루도 그저 흘러온 게 아니라 정해 주신 선물입니다.
시편 147:3	아픈 곳을 아시고 직접 싸매 주시는 손길을 신뢰하세요.
사도행전 10:35	사람을 가르는 내 기준을 하나님의 기준에 비추어 보세요.
욥기 19:25	지금 답이 보이지 않아도, 나를 붙드시는 분이 살아 계십니다.
욥기 23:10	지나는 이 길을 그분이 알고 계십니다. 단련의 끝을 바라보세요.
욥기 42:5	들어서 아는 데서 멈추지 말고, 오늘 직접 만나 보세요.
여호수아 1:8	오늘 한 구절이라도 곱씹으며 하루를 시작해 보세요.
사무엘상 12:24	지나온 길에서 받은 것을 헤아려 보면 마음이 달라집니다.
역대상 16:11	무엇을 구하기 전에 그분의 얼굴을 먼저 구해 보세요.
역대하 7:14	돌이켜 기도하는 자리에서 회복이 시작됩니다.
예레미야 9:23b	내가 무엇을 자랑거리로 삼고 있는지 돌아보세요.
예레미야 17:7	기댈 곳을 사람에서 하나님께로 옮겨 보세요.
예레미야 22:3b	오늘 내 곁에서 밀려나 있는 사람이 누구인지 살펴보세요.
예레미야 29:13	건성으로가 아니라 온 마음으로 그분을 찾아보세요.
예레미야 33:3	묻고 싶은 것을 마음에만 두지 말고 그분께 아뢰어 보세요.
창세기 8:22	계절이 어김없이 돌아오듯, 오늘의 어려움도 지나갑니다.
창세기 28:15	낯선 자리에 서 있어도 혼자가 아닙니다.
창세기 49:18	기다림도 기도입니다. 오늘의 기다림을 그분께 맡기세요.
신명기 15:11	가진 것을 움켜쥔 손을 오늘 한 번 펴 보세요.
신명기 16:19	사람을 겉모습으로 재고 있지 않은지 스스로 점검해 보세요.
신명기 29:29	알 수 없는 일은 맡기고, 이미 아는 것부터 행해 보세요.
신명기 30:14	멀리서 찾지 마세요. 이미 마음에 있는 그 말씀부터 하세요.
출애굽기 14:14	애써 붙잡던 손을 놓고, 오늘 하루는 맡겨 보세요.
출애굽기 33:14b	앞서 가시는 분이 계시니 오늘의 걸음을 편히 내디디세요.
히브리서 10:35	여기까지 온 담대함을 스스로 깎아내리지 마세요.
히브리서 10:36	조급함이 올라올 때 한 걸음만 더 견뎌 보세요.
히브리서 13:2	오늘 만나는 낯선 이에게 한 번 더 친절해 보세요.
히브리서 13:3	지금 갇혀 있고 아픈 사람을 마음에 담고 기도해 보세요.
히브리서 13:5	더 가지려는 마음보다 이미 있는 것을 세어 보세요.
야고보서 1:2	지금의 시험이 나를 무너뜨리려는 것만은 아닙니다.
야고보서 1:5	모르겠는 일이 있다면 혼자 끙끙대지 말고 먼저 구하세요.
야고보서 1:19	오늘 한 번은 말을 아끼고 끝까지 들어 보세요.
야고보서 1:22	아는 것 하나를 오늘 실제로 해 보세요.
야고보서 1:27	믿음의 크기는 약한 이를 돌아보는 자리에서 드러납니다.
야고보서 2:17	마음만 있고 멈춰 있던 일을 오늘 한 걸음 옮겨 보세요.
야고보서 4:10	낮아지는 자리가 결국 세워지는 자리입니다.
야고보서 4:14	내일을 계획하되, 오늘 할 사랑을 미루지는 마세요.
베드로전서 4:8	덮어 줄 수 있는 허물 하나를 오늘 덮어 주세요.
베드로후서 3:8	더디다고 느껴질 때, 그분의 시간은 내 시계와 다릅니다.
요한일서 3:18	말로 전한 마음을 오늘은 행동으로 옮겨 보세요.
요한일서 4:12	보이지 않는 하나님은 서로 사랑하는 자리에서 드러납니다.
요한일서 4:18	두려움이 밀려올 때, 나를 향한 사랑을 먼저 떠올리세요.
요한일서 4:19	사랑할 힘이 없을 때는 먼저 받은 사랑에서 시작하세요.
요한일서 4:20	미워하는 마음을 품은 채 드리는 고백을 돌아보세요.
요한계시록 3:8	힘이 적어도 괜찮습니다. 닫히지 않는 문이 있습니다.
요한계시록 3:20	문 밖에서 기다리시는 분께 오늘 마음을 열어 보세요.
요한계시록 21:4	지금 흘리는 눈물을 닦아 주실 날이 반드시 옵니다.
이사야 1:17	신앙은 약한 이를 편드는 일에서 증명됩니다.
이사야 1:18b	돌이킬 수 없다고 여긴 그 일도 다시 희어질 수 있습니다.
이사야 9:2	가장 어두운 자리에 빛이 먼저 찾아옵니다.
이사야 25:8	지금의 눈물이 마지막이 아닙니다.
이사야 29:24	지금 흐릿한 마음도 언젠가 환히 트입니다.
이사야 30:18	기다리시는 그분을 오늘 나도 기다려 보세요.
이사야 35:10	슬픔은 머물러 있지 않고 반드시 지나갑니다.
이사야 38:17	견디기 힘든 그 시간에도 뜻이 있었음을 기억하세요.
이사야 40:1b	위로가 필요한 사람에게 오늘 먼저 말을 건네 보세요.
이사야 40:11	품에 안기듯 오늘 하루를 그분께 맡기세요.
이사야 41:17	목이 마를 때 부르짖으세요. 그분이 응답하십니다.
이사야 43:18	붙잡고 있던 지난 일을 오늘은 내려놓아 보세요.
이사야 49:15	잊혀졌다고 느껴질 때에도 그분은 나를 잊지 않으십니다.
이사야 55:1	값을 치를 수 없어도 괜찮습니다. 그냥 나아오세요.
이사야 55:7	돌아서기에 늦은 때는 없습니다.
이사야 58:6	내가 드리는 정성이 누군가의 짐을 덜고 있는지 보세요.
이사야 58:11	메마른 자리에서도 마르지 않는 샘이 있습니다.
이사야 60:1	빛이 이미 왔습니다. 오늘 몸을 일으켜 보세요.
이사야 65:17	지나간 것에 매이지 마세요. 새로 지으시는 분이 계십니다.
예레미야애가 3:26	조급함을 내려놓고 잠잠히 기다리는 연습을 해 보세요.
예레미야애가 3:33	고생하게 하시는 것이 그분의 본심이 아닙니다.
예레미야애가 3:40	남을 살피기 전에 내 걸음을 먼저 돌아보세요.
호세아 10:12	굳어 있던 마음 한 자락을 오늘 갈아엎어 보세요.
미가 7:19	용서받은 죄를 다시 건져 올려 자책하지 마세요.
하박국 3:17-18	손에 아무것도 없는 날에도 기뻐할 이유가 남아 있습니다.
시편 18:28	깜깜하게 느껴지는 오늘, 등불을 켜시는 분이 계십니다.
시편 20:4	마음에 품은 소원을 오늘 그분 앞에 꺼내 놓아 보세요.
시편 27:5	피할 곳이 없어 보일 때에도 숨겨 주시는 자리가 있습니다.
시편 27:10	가장 가까운 이에게 밀려났어도 나를 맞아 주시는 분이 계십니다.
시편 27:14	답이 늦어질 때, 포기 대신 한 번 더 기다려 보세요.
시편 30:11	슬픔이 그대로 끝나지 않습니다. 춤으로 바뀔 날이 있습니다.
시편 32:1	덮인 허물을 다시 들추지 말고, 사함받은 자로 오늘을 사세요.
시편 32:8	길이 안 보일 때, 눈을 떼지 않으시는 분께 물어보세요.
시편 34:4	두려움을 혼자 삼키지 말고 오늘 아뢰어 보세요.
시편 34:14	화평은 저절로 오지 않습니다. 오늘 먼저 찾아 나서 보세요.
시편 34:19	고난이 많다는 것이 버림받았다는 뜻은 아닙니다.
시편 37:4	무엇을 얻을지보다 누구를 기뻐할지를 먼저 정하세요.
시편 37:5-6	혼자 짊어지던 그 길을 오늘 맡겨 보세요.
시편 37:7	남이 잘되는 것에 마음이 흔들릴 때 잠잠히 기다려 보세요.
시편 37:11	세게 나가야 이기는 것 같지만, 온유가 남습니다.
시편 37:23-24	넘어졌다고 끝난 것이 아닙니다. 붙드시는 손이 있습니다.
시편 37:37	당장의 승패보다 끝에 남는 평안을 보세요.
시편 40:1-2	기다린 시간이 헛되지 않습니다. 끌어올려 주십니다.
시편 50:15	환난 날은 부르짖으라고 있는 날입니다.
시편 51:10	고쳐 쓰기 어려운 마음은 새로 지어 달라고 구하세요.
시편 51:12	잃어버린 기쁨을 회복시켜 달라고 오늘 구해 보세요.
시편 51:17	부서진 마음으로 나아가도 괜찮습니다. 멸시하지 않으십니다.
시편 61:2	마음이 눌릴 때, 나보다 높은 곳으로 인도해 달라고 하세요.
시편 62:8	삼키고 있던 말을 오늘 그분 앞에 쏟아 놓으세요.
시편 73:23	느끼지 못할 때에도 내 오른손은 붙들려 있습니다.
시편 86:7	응답을 확신하고 부르짖는 하루가 되게 하세요.
시편 90:14	아침에 받는 사랑 하나로 하루가 달라집니다.
시편 90:17	오늘 내 손으로 하는 일을 견고케 해 달라고 구하세요.
시편 94:18-19	생각이 많아 잠 못 드는 밤에도 위로가 준비되어 있습니다.
시편 97:11	정직하게 걷는 자리에 기쁨이 뿌려져 있습니다.
시편 102:17	보잘것없어 보이는 내 기도도 그분은 돌아보십니다.
시편 103:4-5	지쳐 있다면 새롭게 하시는 분께 오늘을 맡기세요.
시편 103:12-14	내가 흙으로 지어진 것을 그분이 아십니다. 자책을 내려놓으세요.
시편 103:15	오늘 하루가 짧기에, 미룰 사랑이 없습니다.
시편 106:3	크게 하지 못해도 늘 바르게 하는 것이 복입니다.
시편 107:14	묶여 있던 자리에서 끊어 내시는 분이 계십니다.
시편 107:29	잔잔케 하시는 분께 오늘의 풍랑을 아뢰세요.
시편 107:30	흔들리던 항해에도 닿을 항구가 있습니다.
시편 112:4	어둠 속에 있을수록 정직하게 걸어가 보세요.
시편 112:7	나쁜 소식이 두려울 때, 마음을 먼저 정하세요.
시편 116:7	쉬지 못하고 달려왔다면 오늘은 평안으로 돌아가세요.
시편 116:8	눈물에서 건지신 자리를 하나씩 세어 보세요.
시편 118:5	좁은 곳에서 부르짖으면 넓은 곳에 세우십니다.
시편 118:17	오늘 살아 있다는 것 자체가 할 일이 남았다는 뜻입니다.
시편 118:22-23	버려졌다고 여긴 것이 머릿돌이 되기도 합니다.
시편 119:50	곤란한 날, 말씀 한 구절이 나를 살립니다.
시편 119:71	그 고난이 아니었으면 몰랐을 것을 배웠습니다.
시편 119:143	환난과 즐거움은 같이 있을 수 있습니다.
시편 121:1-2	어디를 올려다보고 있는지 오늘 한 번 확인하세요.
시편 121:3	내가 잠든 사이에도 졸지 않고 지키시는 분이 계십니다.
시편 121:5-6	낮에도 밤에도 그늘이 되어 주십니다.
시편 121:8	오늘 나가고 들어오는 걸음을 지켜 주십니다.
시편 124:7	걸려 있던 올무가 끊어질 수 있습니다.
시편 126:5	눈물로 뿌린 것은 기쁨으로 거둡니다.
시편 127:2	애쓰는 것도 좋지만, 오늘은 잘 자는 것도 믿음입니다.
시편 128:2	내 손으로 한 수고의 열매를 오늘 감사히 누리세요.
시편 131:2	보채는 마음을 내려놓고 젖 뗀 아이처럼 고요해 보세요.
시편 133:1	오늘 어긋난 사이 하나를 회복해 보세요.
시편 139:14	나를 지으신 솜씨를 의심하지 마세요.
시편 139:23-24	숨기고 싶은 마음까지 살펴 달라고 오늘 구해 보세요.
시편 140:12	억울함을 아무도 몰라줄 때에도 아시는 분이 계십니다.
시편 143:8	아침에 듣고 싶은 말을 그분께 구하며 하루를 여세요.
시편 145:16	필요한 것을 아시고 손을 펴시는 분입니다.
시편 145:18	가까이 계신 분께 진실하게 아뢰어 보세요.
시편 146:9	나그네와 고아와 과부를 붙드시는 마음을 오늘 나눠 보세요.
로마서 5:3-4	지금 견디는 이 시간이 그냥 버려지지 않습니다.
로마서 7:19	마음과 다르게 사는 나를 너무 미워하지 마세요.
로마서 8:6	오늘 내 생각이 어디에 머물러 있는지 살펴보세요.
로마서 8:18	지금의 무게가 전부가 아닙니다.
로마서 8:25	보이지 않아도 바라는 것이라면, 참고 기다려 보세요.
로마서 8:26	무슨 말로 기도할지 모를 때에도 대신 아뢰어 주십니다.
로마서 12:1	거창한 헌신 말고, 오늘 하루의 몸으로 드려 보세요.
로마서 12:9	겉으로만 하는 사랑은 아닌지 오늘 한 번 돌아보세요.
로마서 12:14	나를 힘들게 한 사람을 저주 대신 축복해 보세요.
로마서 12:15	기뻐하는 사람 곁에서 같이 기뻐해 주세요.
로마서 12:16	낮은 자리에 있는 사람 옆에 오늘 앉아 보세요.
로마서 12:17	갚아 주고 싶은 마음이 들 때 한 박자 멈추세요.
로마서 12:18	내가 할 수 있는 몫만큼은 화평을 지켜 보세요.
로마서 12:21	악을 악으로 이길 수는 없습니다. 선으로 이기세요.
로마서 13:8	갚아야 할 사랑의 빚을 오늘 조금 갚아 보세요.
로마서 13:10	율법을 다 지키려 애쓰기 전에 사랑부터 하세요.
로마서 14:1	나와 믿음의 속도가 다른 사람을 판단하지 마세요.
로마서 14:10	형제를 재는 자리에 서 있지 않은지 살펴보세요.
로마서 15:1	강한 쪽이 먼저 져 주는 것이 사랑입니다.
로마서 15:2	오늘 한 사람을 세워 주는 말을 건네 보세요.
고린도전서 3:18	똑똑해 보이려는 마음을 오늘 한 번 내려놓아 보세요.
고린도전서 4:5	아직 다 드러나지 않은 일을 서둘러 판단하지 마세요.
고린도전서 6:19	내 몸을 대하는 방식이 나를 대하는 방식입니다.
고린도전서 9:25	오래 가려면 절제가 필요합니다. 하나만 정해 보세요.
고린도전서 10:13	감당 못 할 것 같을 때에도 피할 길이 함께 있습니다.
고린도전서 10:24	오늘 한 번은 내 유익보다 남의 유익을 택해 보세요.
고린도전서 13:3	무엇을 하느냐보다 사랑으로 하느냐가 남습니다.
고린도전서 13:11	어린 태도 하나를 오늘 내려놓아 보세요.
고린도전서 13:12	지금 다 알 수 없어도 괜찮습니다. 언젠가 온전히 압니다.
고린도전서 14:20	악에는 어수룩하고 지혜에는 어른스러운 하루를 사세요.
고린도전서 15:58	오늘의 수고가 헛되지 않습니다. 흔들리지 마세요.
고린도후서 1:5	고난이 큰 만큼 위로도 함께 넘칩니다.
고린도후서 4:18	눈에 보이는 것에만 마음을 뺏기지 마세요.
고린도후서 6:2b	미루던 그 일을 오늘 하세요. 지금이 그 때입니다.
고린도후서 6:10	가진 것이 적어도 넉넉히 나눌 수 있습니다.
고린도후서 8:12	없는 것을 부끄러워 마세요. 있는 대로 드리면 됩니다.
고린도후서 10:18	스스로를 알아 달라 애쓰는 마음을 내려놓아 보세요.
갈라디아서 3:28	사람 사이에 그어 둔 선을 오늘 하나 지워 보세요.
갈라디아서 5:1	다시 매려는 멍에가 있다면 오늘 벗어 버리세요.
갈라디아서 5:15	서로 물어뜯는 자리에서 먼저 물러나 보세요.
갈라디아서 6:2	누군가의 짐 한쪽을 오늘 같이 들어 주세요.
갈라디아서 6:3	스스로를 크게 여기는 마음을 조용히 점검해 보세요.
갈라디아서 6:7	오늘 무엇을 심고 있는지 한 번 생각해 보세요.
갈라디아서 6:10	기회가 왔을 때 미루지 말고 선을 행하세요.
에베소서 2:10	나는 대충 만들어진 사람이 아닙니다.
에베소서 4:29	오늘 내 말이 누군가를 세우는 말이 되게 하세요.
에베소서 4:32	용서받은 만큼만이라도 오늘 용서해 보세요.
에베소서 5:16	흘려보내던 시간 한 조각을 오늘 붙잡아 보세요.
에베소서 5:21	이기려는 마음 대신 서로 낮추는 자리를 택해 보세요.
빌립보서 1:6	시작하신 분이 끝내십니다. 중간에서 낙심하지 마세요.
빌립보서 2:14	원망 없이 해내는 것 자체가 오늘의 믿음입니다.
빌립보서 4:5	날 선 마음이 들 때 한 번 더 너그러워 보세요.
빌립보서 4:11-12	형편이 달라져도 흔들리지 않는 법은 배워지는 것입니다.
빌립보서 4:19	부족한 것을 세는 대신 채우시는 분을 바라보세요.
골로새서 3:17	오늘 하는 그 일에 그분의 이름을 얹어 보세요.
골로새서 3:23	알아주는 사람이 없어도 마음을 다해 보세요.
골로새서 4:5	교회 밖 사람들 앞에서의 내 모습을 살펴보세요.
데살로니가전서 5:11	오늘 한 사람에게 힘이 되는 말을 건네 보세요.
데살로니가전서 5:21-22	무엇이든 그대로 받지 말고 헤아린 뒤 취하세요.
디모데후서 2:23	이기려고 시작한 말다툼 하나를 오늘 접어 보세요.
마태복음 5:3	비어 있음이 부끄러운 것이 아닙니다. 거기서 시작됩니다.
마태복음 5:5	세게 밀어붙이지 않아도 결국 남는 자리가 있습니다.
마태복음 5:6	채워지지 않는 갈망이 있다면 그것이 복의 신호입니다.
마태복음 5:7	오늘 한 사람에게 여지를 남겨 주세요.
마태복음 5:8	마음을 정갈히 하는 일부터 오늘 시작해 보세요.
마태복음 5:13	맛을 잃지 않으려면 무엇을 지켜야 할지 생각해 보세요.
마태복음 5:16	말보다 행실 하나가 오늘의 빛이 됩니다.
마태복음 5:41-42	요구받은 만큼만이 아니라 한 걸음 더 가 보세요.
마태복음 5:44	가장 미운 사람의 이름을 오늘 기도에 올려 보세요.
마태복음 6:7	말을 늘리지 말고 진심 한 마디로 기도해 보세요.
마태복음 6:15	용서를 미루면 내 마음이 먼저 닫힙니다.
마태복음 6:21	내 시간과 돈이 어디로 가는지 보면 마음이 보입니다.
마태복음 6:25	오늘 걱정 하나를 손에서 내려놓아 보세요.
마태복음 6:26	새 한 마리도 잊지 않으시는 분이 나를 아십니다.
마태복음 6:28	자라는 것은 내 몫이 아닙니다. 오늘은 애쓰지 마세요.
마태복음 6:33	순서를 바꾸면 하루가 달라집니다. 먼저 구할 것을 구하세요.
마태복음 7:1	남을 재던 자를 오늘은 내려놓아 보세요.
마태복음 7:2	내가 쓰는 잣대가 나에게 돌아옵니다.
마태복음 7:3	남의 티가 보일 때 내 들보를 먼저 살펴보세요.
마태복음 7:7-8	그만두려던 그 기도를 오늘 한 번 더 해 보세요.
마태복음 7:11	나쁜 것을 주실 리 없는 분께 마음 놓고 구하세요.
마태복음 7:12	받고 싶은 대접을 오늘 먼저 해 보세요.
마태복음 9:13	형식보다 긍휼을 원하시는 마음을 기억하세요.
마태복음 9:17	새로운 일에는 새로운 그릇이 필요합니다.
마태복음 10:16	순진함과 지혜는 함께 갈 수 있습니다.
마태복음 10:22	끝까지 견디는 것이 오늘의 믿음입니다.
마태복음 10:39	움켜쥘수록 잃습니다. 오늘 하나를 놓아 보세요.
마태복음 12:12	규칙보다 사람이 먼저인 순간이 있습니다.
마태복음 12:25b	안에서 갈라지면 무엇도 서지 못합니다.
마태복음 12:35	오늘 내 안에 무엇을 쌓고 있는지 보세요.
마태복음 13:44	정말 귀한 것을 찾으면 나머지는 가벼워집니다.
마태복음 14:27b	흔들리는 한가운데서 들려오는 음성이 있습니다.
마태복음 15:18	말이 거칠어질 때, 마음부터 돌아보세요.
마태복음 16:26	얻으려는 것과 잃고 있는 것을 나란히 놓아 보세요.
마태복음 18:3b	따지고 재는 마음을 내려놓고 아이처럼 나아가 보세요.
마태복음 18:20	둘만 모여도 그 자리에 함께 계십니다.
마태복음 19:14b	누군가 나아오는 길을 막고 있지는 않은지 보세요.
마태복음 19:19	가까운 사람부터 사랑하는 것이 시작입니다.
마태복음 19:21b	놓지 못하는 것이 무엇인지 정직하게 보세요.
마태복음 19:26b	내 힘으로 안 되는 자리가 그분의 자리입니다.
마태복음 19:30	지금의 순서가 마지막 순서가 아닙니다.
마태복음 21:22	구하면서 의심하던 마음을 오늘 정돈해 보세요.
마태복음 22:37b	나눠 쓰던 마음을 오늘은 온전히 드려 보세요.
마태복음 23:12	올라서려는 마음을 내려놓는 것이 결국 높아지는 길입니다.
마태복음 26:41	마음만으로는 부족합니다. 깨어 기도하세요.
마태복음 28:20	끝날까지 함께 계신다는 약속을 오늘 붙드세요.
마가복음 3:35	피보다 진한 가족이 그 뜻 안에 있습니다.
마가복음 5:34b	오래 앓던 그 자리에 평안히 가라는 말이 있습니다.
마가복음 9:50	내 안의 맛을 지키고, 오늘 한 사람과 화목하세요.
누가복음 1:37	불가능해 보이는 그 일을 다시 아뢰어 보세요.
누가복음 1:79	그늘에 앉아 있어도 빛은 찾아옵니다.
누가복음 2:14	오늘 내가 선 자리에도 그 평화가 임하기를 구하세요.
누가복음 6:36	받은 자비만큼 오늘 한 사람에게 자비를 베푸세요.
누가복음 6:38	아끼던 것을 오늘 조금 흘려보내 보세요.
누가복음 6:44	말이 아니라 열매로 보이는 하루가 되게 하세요.
누가복음 12:15b	가진 것이 나를 말해 주지 않습니다.
누가복음 12:32	작고 약해 보여도 두려워 마세요. 기뻐하시는 뜻이 있습니다.
누가복음 15:7	돌아오는 한 사람 때문에 하늘이 기뻐합니다.
누가복음 16:10	작은 일에서 드러나는 것이 결국 나입니다.
누가복음 17:3	덮어 두지도, 붙잡고 있지도 마세요. 말하고 용서하세요.
누가복음 21:19	버티는 그 시간에 지켜지는 것이 있습니다.
누가복음 23:43b	가장 늦은 자리에서도 늦지 않았습니다.
요한복음 7:24	겉만 보고 내린 판단을 오늘 한 번 거둬 보세요.
요한복음 8:32	알게 되는 만큼 자유로워집니다.
요한복음 9:4	할 수 있는 오늘에 미루던 일을 해 보세요.
요한복음 12:24	지금 묻히는 것 같아도 그것이 열매의 시작입니다.
요한복음 13:35	내 믿음은 서로 사랑하는 모습으로 드러납니다.
요한복음 14:1	근심이 밀려올 때, 먼저 믿음을 붙드세요.
요한복음 14:18	혼자 남겨진 것 같아도 오고 계십니다.
요한복음 15:13	사랑의 크기는 무엇을 내어놓느냐로 드러납니다.
요한복음 15:15	종이 아니라 친구로 불리는 자리에 서 있습니다.
요한복음 16:20	지금의 근심이 그대로 끝나지 않습니다.
요한복음 16:21	해산의 고통 끝에 오는 기쁨이 있습니다.
요한복음 16:22	아무도 빼앗을 수 없는 기쁨이 예비되어 있습니다.
요한복음 10:10	겨우 버티는 삶이 아니라 풍성한 삶을 위해 오셨습니다.
요한복음 8:7b	돌을 들기 전에 내 손을 먼저 보세요.
요한복음 8:11b	정죄가 아니라 다시 시작할 기회를 주십니다.
잠언 1:7	무엇을 아는가보다 누구를 경외하는가가 먼저입니다.
잠언 3:6	오늘 내리는 결정 하나를 그분 앞에 올려 보세요.
잠언 3:7	내 판단이 늘 옳지는 않습니다. 한 번 물러서 보세요.
잠언 3:9	가장 좋은 것을 먼저 드리는 연습을 해 보세요.
잠언 3:15	무엇을 얻으려 애쓰는지, 그것이 정말 귀한지 보세요.
잠언 3:24	잠자리에 드는 마음이 편안한 하루를 사세요.
잠언 4:13	잡았던 좋은 습관을 놓치지 마세요.
잠언 4:23	오늘 내 마음에 무엇이 들어오는지 지켜보세요.
잠언 5:21	아무도 모른다고 여기는 그 길도 보고 계십니다.
잠언 6:6	미루던 일 하나를 오늘 작게라도 시작해 보세요.
잠언 8:17	간절히 찾는 마음에 응답이 있습니다.
