reference,type,merged,len,text,note
시편 51:12,위안,,41,주의 구원의 즐거움을 내게 회복시키시고 자원하는 심령을 주사 나를 붙드소서,
시편 51:17,위안,,57,"하나님의 구하시는 제사는 상한 심령이라 하나님이여, 상하고 통회하는 마음을 주께서 멸시치 아니하시리이다",
시편 55:22,위안,,49,네 짐을 여호와께 맡겨 버리라 너를 붙드시고 의인의 요동함을 영영히 허락지 아니하시리로다,
시편 56:3-4,위안,합본,93,내가 두려워하는 날에는 주를 의지하리이다 내가 하나님을 의지하고 그 말씀을 찬송하올지라 내가 하나님을 의지하였은즉 두려워 아니하리니 혈육있는 사람이 내게 어찌하리이까?,
시편 56:8,위안,,61,나의 유리함을 주께서 계수하셨으니 나의 눈물을 주의 병에 담으소서! 이것이 주의 책에 기록되지 아니하였나이까?,
시편 61:2,위안,,50,내 마음이 눌릴 때에 땅 끝에서부터 주께 부르짖으오리니 나보다 높은 바위에 나를 인도하소서,
시편 62:5,위안,,42,"나의 영혼아, 잠잠히 하나님만 바라라! 대저 나의 소망이 저로 좇아 나는도다",
시편 62:8,위안,,45,백성들아 시시로 저를 의지하고 그 앞에 마음을 토하라 하나님은 우리의 피난처시로다,
시편 68:5,위안,,38,그 거룩한 처소에 계신 하나님은 고아의 아버지시며 과부의 재판장이시라,
시편 68:19,위안,,39,날마다 우리 짐을 지시는 주 곧 우리의 구원이신 하나님을 찬송할지로다!,
시편 69:33-34,위안,합본,80,여호와는 궁핍한 자를 들으시며 자기를 인하여 수금된 자를 멸시치 아니하시나니 천지가 그를 찬송할 것이요 바다와 그 중의 모든 동물도 그리할지로다,
시편 71:18,위안,,84,"하나님이여, 내가 늙어 백수가 될 때에도 나를 버리지 마시며 내가 주의 힘을 후대에 전하고 주의 능을 장래 모든 사람에게 전하기까지 나를 버리지 마소서",
시편 73:23,위안,,31,내가 항상 주와 함께하니 주께서 내 오른손을 붙드셨나이다,
시편 73:26,위안,,41,내 육체와 마음은 쇠잔하나 하나님은 내 마음의 반석이시요 영원한 분깃이시라,
시편 84:6,위안,,55,저희는 눈물 골짜기로 통행할 때에 그 곳으로 많은 샘의 곳이 되게 하며 이른 비도 은택을 입히나이다,
시편 84:11,교훈,,68,여호와 하나님은 해요 방패시라 여호와께서 은혜와 영화를 주시며 정직히 행하는 자에게 좋은 것을 아끼지 아니하실 것임이니이다,
시편 86:7,위안,,36,나의 환난 날에 내가 주께 부르짖으리니 주께서 내게 응답하시리이다,
시편 90:4,교훈,,41,주의 목전에는 천년이 지나간 어제 같으며 밤의 한 경점 같을 뿐 임이니이다,
시편 90:12,교훈,,34,우리에게 우리 날 계수함을 가르치사 지혜의 마음을 얻게 하소서,
시편 90:14,위안,,40,아침에 주의 인자로 우리를 만족케 하사 우리 평생에 즐겁고 기쁘게 하소서,
시편 90:17,위안,,66,주 우리 하나님의 은총을 우리에게 임하게 하사 우리 손의 행사를 우리에게 견고케 하소서 우리 손의 행사를 견고케 하소서,
시편 91:4-6,위안,합본,116,저가 너를 그 깃으로 덮으시리니 네가 그 날개 아래 피하리로다 그의 진실함은 방패와 손 방패가 되나니 너는 밤에 놀램과 낮에 흐르는 살과 흑암 중에 행하는 염병과 백주에 황폐케 하는 파멸을 두려워 아니하리로다,
시편 91:11,위안,,40,저가 너를 위하여 그 사자들을 명하사 네 모든 길에 너를 지키게 하심이라,
시편 92:14-15,위안,합본,69,늙어도 결실하며 진액이 풍족하고 빛이 청청하여 여호와의 정직하심을 나타내리로다 여호와는 나의 바위시라 그에게는 불의가 없도다,
시편 94:18-19,위안,합본,80,"여호와여, 나의 발이 미끄러진다 말할 때에 주의 인자하심이 나를 붙드셨사오며 내 속에 생각이 많을 때에 주의 위안이 내 영혼을 즐겁게 하시나이다",
시편 97:11,위안,,38,의인을 위하여 빛을 뿌리고 마음이 정직한 자를 위하여 기쁨을 뿌렸도다,
시편 102:17,위안,,40,여호와께서 빈궁한 자의 기도를 돌아보시며 저희 기도를 멸시치 아니하셨도다,
시편 103:4-5,위안,합본,76,네 생명을 파멸에서 구속하시고 인자와 긍휼로 관을 씌우시며 좋은 것으로 네 소원을 만족케 하사 네 청춘으로 독수리 같이 새롭게 하시는도다,
시편 103:12-14,위안,합본,116,동이 서에서 먼 것 같이 우리 죄과를 우리에게서 멀리 옮기셨으며 아비가 자식을 불쌍히 여김 같이 여호와께서 자기를 경외하는 자를 불쌍히 여기시나니 이는 저가 우리의 체질을 아시며 우리가 진토임을 기억하심이로다,
시편 103:15,위안,,31,인생은 그 날이 풀과 같으며 그 영화가 들의 꽃과 같도다,
시편 106:3,교훈,,31,공의를 지키는 자들과 항상 의를 행하는 자는 복이 있도다,
시편 107:14,위안,,35,흑암과 사망의 그늘에서 인도하여 내시고 그 얽은 줄을 끊으셨도다,
시편 107:29,위안,,24,광풍을 평정히 하사 물결로 잔잔케 하시는도다,
시편 107:30,위안,,46,저희가 평온함을 인하여 기뻐하는 중에 여호와께서 저희를 소원의 항구로 인도하시는도다,
시편 111:10,교훈,,66,여호와를 경외함이 곧 지혜의 근본이라 그 계명을 지키는 자는 다 좋은 지각이 있나니 여호와를 찬송함이 영원히 있으리로다,
시편 112:4,위안,,43,정직한 자에게는 흑암 중에 빛이 일어나나니 그는 어질고 자비하고 의로운 자로다,
시편 112:7,위안,,45,"그는 흉한 소식을 두려워 아니함이여, 여호와를 의뢰하고 그 마음을 굳게 정하였도다",
시편 116:7,위안,,37,내 영혼아! 네 평안함에 돌아갈지어다 여호와께서 너를 후대하심이로다,
시편 116:8,위안,,44,"주께서 내 영혼을 사망에서, 내 눈을 눈물에서, 내 발을 넘어짐에서 건지셨나이다",
시편 118:5,위안,,47,내가 고통 중에 여호와께 부르짖었더니 여호와께서 답하시고 나를 광활한 곳에 세우셨도다,
시편 118:8-9,교훈,합본,46,여호와께 피함이 사람을 신뢰함보다 나으며 여호와께 피함이 방백들을 신뢰함보다 낫도다,
시편 118:17,위안,,28,내가 죽지 않고 살아서 여호와의 행사를 선포하리로다,
시편 118:22-23,위안,합본,57,건축자의 버린 돌이 집 모퉁이의 머릿돌이 되었나니 이는 여호와의 행하신 것이요 우리 눈에 기이한 바로다,
시편 118:24,교훈,,39,이 날은 여호와의 정하신 것이라 이 날에 우리가 즐거워하고 기뻐하리로다,
시편 119:9,교훈,,42,청년이 무엇으로 그 행실을 깨끗케 하리이까 주의 말씀을 따라 삼갈 것이니이다,
시편 119:50,위안,,37,이 말씀은 나의 곤란 중에 위로라 주의 말씀이 나를 살리셨음이니이다,
시편 119:67,위안,,39,고난 당하기 전에는 내가 그릇 행하였더니 이제는 주의 말씀을 지키나이다,
시편 119:71,위안,,43,고난 당한 것이 내게 유익이라 이로 인하여 내가 주의 율례를 배우게 되었나이다,
시편 119:92,위안,,43,주의 법이 나의 즐거움이 되지 아니하였더면 내가 내 고난 중에 멸망하였으리이다,
시편 119:143,위안,,33,환난과 우환이 내게 미쳤으나 주의 계명은 나의 즐거움이니이다,
시편 121:1-2,위안,합본,54,내가 산을 향하여 눈을 들리라 나의 도움이 어디서 올꼬 나의 도움이 천지를 지으신 여호와에게서로다,
시편 121:3,위안,,41,여호와께서 너로 실족지 않게 하시며 너를 지키시는 자가 졸지 아니하시리로다,
시편 121:5-6,위안,합본,75,여호와는 너를 지키시는 자라 여호와께서 네 우편에서 네 그늘이 되시나니 낮의 해가 너를 상치 아니하며 밤의 달도 너를 해치 아니하리로다,
시편 121:7,위안,,40,여호와께서 너를 지켜 모든 환난을 면케 하시며 또 네 영혼을 지키시리로다,
시편 121:8,위안,,29,여호와께서 너의 출입을 지금부터 영원까지 지키시리로다,
시편 124:7,위안,,50,우리 혼이 새가 사냥군의 올무에서 벗어남 같이 되었나니 올무가 끊어지므로 우리가 벗어났도다,
시편 126:5,위안,,28,눈물을 흘리며 씨를 뿌리는 자는 기쁨으로 거두리로다,
시편 127:1,교훈,,67,여호와께서 집을 세우지 아니하시면 세우는 자의 수고가 헛되며 여호와께서 성을 지키지 아니하시면 파숫군의 경성함이 허사로다,
시편 127:2,교훈,,68,너희가 일찌기 일어나고 늦게 누우며 수고의 떡을 먹음이 헛되도다 그러므로 여호와께서 그 사랑하시는 자에게는 잠을 주시는도다,
시편 127:3,교훈,,32,자식은 여호와의 주신 기업이요 태의 열매는 그의 상급이로다,
시편 128:2,교훈,,34,네가 네 손이 수고한대로 먹을 것이라 네가 복되고 형통하리로다,
시편 130:6,위안,,55,파숫군이 아침을 기다림보다 내 영혼이 주를 더 기다리나니 참으로 파숫군의 아침을 기다림보다 더하도다,
시편 131:2,위안,,70,실로 내가 내 심령으로 고요하고 평온케 하기를 젖 뗀 아이가 그 어미 품에 있음 같게 하였나니 내 중심이 젖 뗀 아이와 같도다,
시편 133:1,교훈,,29,형제가 연합하여 동거함이 어찌 그리 선하고 아름다운고,
시편 138:3,위안,,35,내가 간구하는 날에 주께서 응답하시고 내 영혼을 장려하여 강하게,
시편 138:6,위안,,42,여호와께서 높이 계셔도 낮은 자를 하감하시며 멀리서도 교만한 자를 아시나이다,
시편 138:7,위안,,72,내가 환난 중에 다닐지라도 주께서 나를 소성케 하시고 주의 손을 펴사 내 원수들의 노를 막으시며 주의 오른손이 나를 구원하시리이다,
시편 139:7-8,위안,합본,80,내가 주의 신을 떠나 어디로 가며 주의 앞에서 어디로 피하리이까 내가 하늘에 올라갈지라도 거기 계시며 음부에 내 자리를 펼지라도 거기 계시니이다,
시편 139:12,위안,,50,주에게서는 흑암이 숨기지 못하며 밤이 낮과 같이 비취나니 주에게는 흑암과 빛이 일반이니이다,
시편 139:13,위안,,33,주께서 내 장부를 지으시며 나의 모태에서 나를 조직하셨나이다,
시편 139:14,위안,,53,내가 주께 감사하옴은 나를 지으심이 신묘막측하심이라 주의 행사가 기이함을 내 영혼이 잘 아나이다,
시편 139:16,위안,,64,내 형질이 이루기 전에 주의 눈이 보셨으며 나를 위하여 정한 날이 하나도 되기 전에 주의 책에 다 기록이 되었나이다,
시편 139:23-24,위안,합본,77,"하나님이여, 나를 살피사 내 마음을 아시며 나를 시험하사 내 뜻을 아옵소서 내게 무슨 악한 행위가 있나 보시고 나를 영원한 길로 인도하소서",
시편 140:12,위안,,47,내가 알거니와 여호와는 고난 당하는 자를 신원하시며 궁핍한 자에게 공의를 베푸시리이다,
시편 141:3,교훈,,36,"여호와여, 내 입 앞에 파숫군을 세우시고 내 입술의 문을 지키소서",
시편 143:8,위안,,73,아침에 나로 주의 인자한 말씀을 듣게 하소서 내가 주를 의뢰함이니이다 나의 다닐 길을 알게 하소서 내가 내 영혼을 주께 받듦이니이다,
시편 143:10,위안,,59,주는 나의 하나님이시니 나를 가르쳐 주의 뜻을 행케 하소서 주의 신이 선하시니 나를 공평한 땅에 인도하소서,
시편 145:14,위안,,37,여호와께서는 모든 넘어지는 자를 붙드시며 비굴한 자를 일으키시는도다,
시편 145:16,위안,,26,손을 펴사 모든 생물의 소원을 만족케 하시나이다,
시편 145:18,위안,,50,여호와께서는 자기에게 간구하는 모든 자 곧 진실하게 간구하는 모든 자에게 가까이 하시는도다,
시편 146:9,위안,,43,여호와께서 객을 보호하시며 고아와 과부를 붙드시고 악인의 길은 굽게 하시는도다,
시편 147:3,위안,,25,상심한 자를 고치시며 저희 상처를 싸매시는도다,
