reference,type,merged,len,text,note
이사야 32:2,위안,,72,"또 그 사람은 광풍을 피하는 곳, 폭우를 가리우는 곳 같을 것이며 마른 땅에 냇물 같을 것이며 곤비한 땅에 큰 바위 그늘 같으리니","'광풍을 피하는 곳, 마른 땅에 냇물 같을 것이며'"
이사야 32:17,교훈,,31,의의 공효는 화평이요 의의 결과는 영원한 평안과 안전이라,
이사야 33:6,위안,,53,너의 시대에 평안함이 있으며 구원과 지혜와 지식이 풍성할 것이니 여호와를 경외함이 너의 보배니라,
이사야 35:3,위안,,35,너희는 약한 손을 강하게 하여주며 떨리는 무릎을 굳게 하여 주며,합본 예상(35:3-4)
이사야 35:10,위안,,82,여호와의 속량함을 얻은 자들이 돌아오되 노래하며 시온에 이르러 그 머리 위에 영영한 희락을 띠고 기쁨과 즐거움을 얻으리니 슬픔과 탄식이 달아나리로다,'슬픔과 탄식이 달아나리로다'
이사야 38:17,위안,,90,보옵소서 내게 큰 고통을 더하신 것은 내게 평안을 주려 하심이라 주께서 나의 영혼을 사랑하사 멸망의 구덩이에서 건지셨고 나의 모든 죄는 주의 등 뒤에 던지셨나이다,'큰 고통을 더하신 것은 내게 평안을 주려 하심이라'
이사야 40:1b,위안,·하반절,19,너희는 위로하라 내 백성을 위로하라,
이사야 40:8,교훈,,36,풀은 마르고 꽃은 시드나 우리 하나님의 말씀은 영영히 서리라 하라,
이사야 40:11,위안,,61,그는 목자같이 양무리를 먹이시며 어린 양을 그 팔로 모아 품에 안으시며 젖먹이는 암컷들을 온순히 인도하시리로다,
이사야 40:29,위안,,34,피곤한 자에게는 능력을 주시며 무능한 자에게는 힘을 더하시나니,'피곤한 자에게는 능력을 주시며'
이사야 40:31,위안,,80,오직 여호와를 앙망하는 자는 새 힘을 얻으리니 독수리의 날개치며 올라감 같을 것이요 달음박질하여도 곤비치 아니하겠고 걸어가도 피곤치 아니하리로다,
이사야 41:10,위안,,95,두려워 말라 내가 너와 함께 함이니라 놀라지 말라 나는 네 하나님이 됨이니라 내가 너를 굳세게 하리라 참으로 너를 도와 주리라 참으로 나의 의로운 오른손으로 너를 붙들리라,'두려워 말라 내가 너와 함께 함이니라'
이사야 41:17,위안,,90,가련하고 빈핍한 자가 물을 구하되 물이 없어서 갈증으로 그들의 혀가 마를 때에 나 여호와가 그들에게 응답하겠고 나 이스라엘의 하나님이 그들을 버리지 아니할 것이라,
이사야 43:2,위안,,97,네가 물 가운데로 지날 때에 내가 함께할 것이라 강을 건널 때에 물이 너를 침몰치 못할 것이며 네가 불 가운데로 행할 때에 타지도 아니할 것이요 불꽃이 너를 사르지도 못하리니,'네가 물 가운데로 지날 때에'
이사야 43:4,위안,,64,내가 너를 보배롭고 존귀하게 여기고 너를 사랑하였은즉 내가 사람들을 주어 너를 바꾸며 백성들로 네 생명을 대신하리니,'내가 너를 보배롭고 존귀하게 여기고'
이사야 42:3-4,위안,합본,102,상한 갈대를 꺾지 아니하며 꺼져가는 등불을 끄지 아니하고 진리로 공의를 베풀 것이며 그는 쇠하지 아니하며 낙담하지 아니하고 세상에 공의를 세우기에 이르리니 섬들이 그 교훈을 앙망하리라,필터 탈락 — '상한 갈대를 꺾지 아니하며 꺼져가는 등불을 끄지 아니하고'
이사야 43:18,위안,,31,너희는 이전 일을 기억하지 말며 옛적 일을 생각하지 말라,합본 예상(43:18-19) '이전 일을 기억하지 말며'
이사야 43:25,위안,,42,나 곧 나는 나를 위하여 네 허물을 도말하는 자니 네 죄를 기억지 아니하리라,
이사야 44:22,위안,,73,"내가 네 허물을 빽빽한 구름이 사라짐 같이, 네 죄를 안개의 사라짐같이 도말하였으니 너는 내게로 돌아오라 내가 저를 구속하였음이니라",'네 죄를 안개의 사라짐같이 도말하였으니'
이사야 46:4,위안,,75,너희가 노년에 이르기까지 내가 그리하겠고 백발이 되기까지 내가 너희를 품을 것이라 내가 지었은즉 안을 것이요 품을 것이요 구하여 내리라,'백발이 되기까지 내가 너희를 품을 것이라'
이사야 49:15,위안,,76,여인이 어찌 그 젖먹는 자식을 잊겠으며 자기 태에서 난 아들을 긍휼히 여기지 않겠느냐 그들은 혹시 잊을지라도 나는 너를 잊지아니할 것이라,'여인이 어찌 그 젖먹는 자식을 잊겠으며'
이사야 50:4,교훈,,88,주 여호와께서 학자의 혀를 내게 주사 나로 곤핍한 자를 말로 어떻게 도와줄 줄을 알게 하시고 아침마다 깨우치시되 나의 귀를 깨우치사 학자같이 알아듣게 하시도다,'곤핍한 자를 말로 어떻게 도와줄 줄을 알게 하시고'
이사야 50:10,위안,,86,너희 중에 여호와를 경외하며 그 종의 목소리를 청종하는 자가 누구뇨 흑암 중에 행하여 빛이 없는 자라도 여호와의 이름을 의뢰하며 자기 하나님께 의지할지어다,'흑암 중에 행하여 빛이 없는 자라도'
이사야 51:12b,위안,·하반절,61,너희를 위로하는 자는 나여늘 나여늘 너는 어떠한 자이기에 죽을 사람을 두려워하며 풀같이 될 인자를 두려워하느냐,
이사야 53:3,위안,,112,그는 멸시를 받아서 사람에게 싫어버린 바 되었으며 간고를 많이 겪었으며 질고를 아는 자라 마치 사람들에게 얼굴을 가리우고 보지않음을 받는 자 같아서 멸시를 당하였고 우리도 그를 귀히 여기지 아니하였도다,'간고를 많이 겪었으며 질고를 아는 자라'
이사야 53:4,위안,,74,그는 실로 우리의 질고를 지고 우리의 슬픔을 당하였거늘 우리는 생각하기를 그는 징벌을 받아서 하나님에게 맞으며 고난을 당한다 하였노라,
이사야 53:6,교훈,,60,우리는 다 양 같아서 그릇 행하며 각기 제 길로 갔거늘 여호와께서는 우리 무리의 죄악을 그에게 담당시키셨도다,
이사야 54:4,위안,,89,두려워 말라 네가 수치를 당치 아니하리라 놀라지 말라 네가 부끄러움을 보지 아니하니라 네가 네 청년 때의 수치를 잊겠고 과부 때의 치욕을 다시 기억함이 없으리니,
이사야 54:7-8,위안,합본,95,내가 잠시 너를 버렸으나 큰 긍휼로 너를 모을 것이요 내가 넘치는 진노로 내 얼굴을 네게서 잠시 가리웠으나 영원한 자비로 너를 긍휼히 여기리라 네 구속자 여호와의 말이니라,
이사야 54:10,위안,,85,산들은 떠나며 작은 산들은 옮길지라도 나의 인자는 네게서 떠나지 아니하며 화평케 하는 나의 언약은 옮기지 아니하리라 너를 긍휼히 여기는 여호와의 말이니라,'나의 인자는 네게서 떠나지 아니하며'
이사야 55:1,위안,,65,너희 목마른 자들아 물로 나아오라 돈 없는 자도 오라 너희는 와서 사 먹되 돈 없이 값 없이 와서 포도주와 젖을 사라,'돈 없는 자도 오라'
이사야 55:2,교훈,,105,너희가 어찌하여 양식아닌 것을 위하여 은을 달아 주며 배부르게 못할 것을 위하여 수고하느냐 나를 청종하라 그리하면 너희가 좋은 것을 먹을 것이며 너희 마음이 기름진 것으로 즐거움을 얻으리라,'배부르게 못할 것을 위하여 수고하느냐'
이사야 55:7,위안,,82,"악인은 그 길을, 불의한 자는 그 생각을 버리고 여호와께로 돌아오라 그리하면 그가 긍휼히 여기시리라 우리 하나님께로 나아오라 그가 널리 용서하시리라",
이사야 55:8,교훈,,40,여호와의 말씀에 내 생각은 너희 생각과 다르며 내 길은 너희 길과 달라서,합본 예상(55:8-9)
이사야 57:2,위안,,44,그는 평안에 들어갔나니 무릇 정로로 행하는 자는 자기들의 침상에서 편히 쉬느니라,
이사야 57:15b,위안,·하반절,49,내가 높고 거룩한 곳에 거하며 또한 통회하고 마음이 겸손한 자의 영을 소성케 하려 함이라,'통회하고 마음이 겸손한 자의 영을 소성케'
이사야 57:18,위안,,61,내가 그 길을 보았은즉 그를 고쳐 줄 것이라 그를 인도하며 그와 그의 슬퍼하는 자에게 위로를 다시 얻게 하리라,
이사야 57:19,위안,,81,입술의 열매를 짓는 나 여호와가 말하노라 먼 데 있는 자에게든지 가까운 데 있는 자에게든지 평강이 있을지어다 평강이 있을지어다 내가 그를 고치리라,
이사야 58:6,교훈,,72,나의 기뻐하는 금식은 흉악의 결박을 풀어주며 멍에의 줄을 끌러주며 압제 당하는 자를 자유케 하며 모든 멍에를 꺾는 것이 아니겠느냐,합본 예상(58:6-7)
이사야 58:9,위안,,90,네가 부를 때에는 나 여호와가 응답하겠고 네가 부르짖을 때에는 말하기를 내가 여기 있다 하리라 만일 네가 너희 중에서 멍에와 손가락질과 허망한 말을 제하여 버리고,
이사야 58:11,위안,,86,나 여호와가 너를 항상 인도하여 마른 곳에서도 네 영혼을 만족케 하며 네 뼈를 견고케 하리니 너는 물댄 동산 같겠고 물이 끊어지지 아니하는 샘 같을 것이라,'너는 물댄 동산 같겠고'
이사야 60:1,위안,,48,일어나라! 빛을 발하라! 이는 네 빛이 이르렀고 여호와의 영광이 네 위에 임하였음이니라,
이사야 60:22,위안,,56,그 작은 자가 천을 이루겠고 그 약한 자가 강국을 이룰 것이라 때가 되면 나 여호와가 속히 이루리라!,'그 작은 자가 천을 이루겠고'
이사야 61:3,위안,,126,무릇 시온에서 슬퍼하는 자에게 화관을 주어 그 재를 대신하며 희락의 기름으로 그 슬픔을 대신하며 찬송의 옷으로 그 근심을 대신하시고 그들로 의의 나무 곧 여호와의 심으신 바 그 영광을 나타낼 자라 일컬음을 얻게 하려 하심이니라,'희락의 기름으로 그 슬픔을 대신하며'
이사야 61:7,위안,,70,너희가 수치 대신에 배나 얻으며 능욕 대신에 분깃을 인하여 즐거워할 것이라 그리하여 고토에서 배나 얻고 영영한 기쁨이 있으리라,
이사야 65:17,위안,,51,보라 내가 새 하늘과 새 땅을 창조하나니 이전 것은 기억되거나 마음에 생각나지 아니할 것이라,
이사야 65:23,위안,,80,그들의 수고가 헛되지 않겠고 그들의 생산한 것이 재난에 걸리지 아니하리니 그들은 여호와의 복된 자의 자손이요 그 소생도 그들과 함께 될 것임이라,
이사야 66:13,위안,,49,어미가 자식을 위로함 같이 내가 너희를 위로할 것인즉 너희가 예루살렘에서 위로를 받으리니,'어미가 자식을 위로함 같이'
예레미야애가 3:21-22,위안,합본,58,중심에 회상한즉 오히려 소망이 있사옴은 여호와의 자비와 긍휼이 무궁하시므로 우리가 진멸되지 아니함이니이다,합본 예상(3:21-23) '중심에 회상한즉 오히려 소망이 있사옴은'
예레미야애가 3:25,위안,,38,무릇 기다리는 자에게나 구하는 영혼에게 여호와께서 선을 베푸시는 도다,
예레미야애가 3:26,교훈,,29,사람이 여호와의 구원을 바라고 잠잠히 기다림이 좋도다,
예레미야애가 3:27-28,교훈,합본,53,사람이 젊었을 때에 멍에를 메는 것이 좋으니 혼자 앉아서 잠잠할 것은 주께서 그것을 메우셨음이라,
예레미야애가 3:33,위안,,32,주께서 인생으로 고생하며 근심하게 하심이 본심이 아니시로다,'고생하며 근심하게 하심이 본심이 아니시로다'
예레미야애가 3:40,교훈,,27,우리가 스스로 행위를 조사하고 여호와께로 돌아가자,
예레미야애가 3:57b,위안,·하반절,6,두려워 말라,
호세아 6:1,위안,,67,오라 우리가 여호와께로 돌아가자 여호와께서 우리를 찢으셨으나 도로 낫게 하실 것이요 우리를 치셨으나 싸매어 주실 것임이라,'우리를 치셨으나 싸매어 주실 것임이라'
호세아 6:3,위안,,85,"그러므로 우리가 여호와를 알자 힘써 여호와를 알자 그의 나오심은 새벽 빛같이 일정하니 비와 같이, 땅을 적시는 늦은 비와 같이 우리에게 임하시리라 하리라",
호세아 10:12,교훈,,88,너희가 자기를 위하여 의를 심고 긍휼을 거두라 지금이 곧 여호와를 찾을 때니 너희 묵은 땅을 기경하라 마침내 여호와께서 임하사 의를 비처럼 너희에게 내리시리라,'너희 묵은 땅을 기경하라'
호세아 11:4,위안,,77,내가 사람의 줄 곧 사랑의 줄로 저희를 이끌었고 저희에게 대하여 그 목에서 멍에를 벗기는 자같이 되었으며 저희 앞에서 먹을 것을 두었었노라,
호세아 14:4,위안,,47,내가 저희의 패역을 고치고 즐거이 저희를 사랑하리니 나의 진노가 저에게서 떠났음이니라,
요엘 2:13,교훈,,101,"너희는 옷을 찢지 말고 마음을 찢고 너희 하나님 여호와께로 돌아올지어다! 그는 은혜로우시며, 자비로우시며, 노하기를 더디하시며, 인애가 크시사 뜻을 돌이켜 재앙을 내리지 아니하시나니",'옷을 찢지 말고 마음을 찢고'
요엘 2:25,위안,,56,내가 전에 너희에게 보낸 큰 군대 곧 메뚜기와 늣과 황충과 팟종이의 먹은 햇수대로 너희에게 갚아주리니,'메뚜기가 먹은 햇수대로 너희에게 갚아주리니'
아모스 3:3-4,교훈,합본,87,두 사람이 의합지 못하고야 어찌 동행하겠으며 사자가 움킨 것이 없고야 어찌 수풀에서 부르짖겠으며 젊은 사자가 잡은 것이 없고야 어찌 굴에서 소리를 내겠느냐?,
아모스 5:13,교훈,,33,그러므로 이런 때에 지혜자가 잠잠하나니 이는 악한 때임이니라,
아모스 5:14,교훈,,65,너희는 살기 위하여 선을 구하고 악을 구하지 말지어다 만군의 하나님 여호와께서 너희의 말과 같이 너희와 함께 하시리라,
아모스 5:24,교훈,,27,오직 공법을 물 같이 정의를 하수 같이 흘릴지로다,'공법을 물 같이 정의를 하수 같이'
아모스 8:11b,교훈,·하반절,75,"보라, 날이 이를지라 내가 기근을 땅에 보내리니 양식이 없어 주림이 아니며 물이 없어 갈함이 아니요 여호와의 말씀을 듣지 못한 기갈이라",
오바댜 1:12,교훈,,58,네가 형제의 날 곧 그 재앙의 날에 방관할 것이 아니며 그 고난의 날에 네가 입을 크게 벌릴 것이 아니라,
미가 6:8,교훈,,89,사람아 주께서 선한 것이 무엇임을 네게 보이셨나니 여호와께서 네게 구하시는 것이 오직 공의를 행하며 인자를 사랑하며 겸손히 네 하나님과 함께 행하는 것이 아니냐,'공의를 행하며 인자를 사랑하며 겸손히'
미가 7:8,위안,,75,나의 대적이여 나로 인하여 기뻐하지 말지어다 나는 엎드러질지라도 일어날 것이요 어두운 데 앉을지라도 여호와께서 나의 빛이되실 것임이로다,'나는 엎드러질지라도 일어날 것이요'
미가 7:19,위안,,55,다시 우리를 긍휼히 여기셔서 우리의 죄악을 발로 밟으시고 우리의 모든 죄를 깊은 바다에 던지시리이다,'우리의 모든 죄를 깊은 바다에 던지시리이다'
하박국 2:3,위안,,73,이 묵시는 정한 때가 있나니 그 종말이 속히 이르겠고 결코 거짓되지 아니하리라 비록 더딜지라도 기다리라 지체되지 않고 정녕 응하리라,'비록 더딜지라도 기다리라'
하박국 3:17-18,위안,합본,128,"비록 무화과나무가 무성치 못하며, 포도나무에 열매가 없으며, 감람나무에 소출이 없으며, 밭에 식물이 없으며, 우리에 양이 없으며, 외양간에 소가 없을지라도 나는 여호와를 인하여 즐거워하며 나의 구원의 하나님을 인하여 기뻐하리로다!",합본 예상(3:17-18) '비록 무화과나무가 무성치 못하며'
스바냐 3:17,위안,,104,너의 하나님 여호와가 너의 가운데 계시니 그는 구원을 베푸실 전능자시라 그가 너로 인하여 기쁨을 이기지 못하여 하시며 너를 잠잠히 사랑하시며 너로 인하여 즐거이 부르며 기뻐하시리라 하리라,'너를 잠잠히 사랑하시며'
스가랴 4:10,교훈,,78,작은 일의 날이라고 멸시하는 자가 누구냐? 이 일곱은 온 세상에 두루 행하는 여호와의 눈이라 다림줄이 스룹바벨의 손에 있음을 보고 기뻐하리라,'작은 일의 날이라고 멸시하는 자가 누구냐'
스가랴 7:9,교훈,,52,만군의 여호와가 이미 말하여 이르기를 너희는 진실한 재판을 행하며 피차에 인애와 긍휼을 베풀며,합본 예상(7:9-10)
스가랴 8:16,교훈,,64,너희가 행할 일은 이러하니라 너희는 각기 이웃으로 더불어 진실을 말하며 너희 성문에서 진실하고 화평한 재판을 베풀고,
스가랴 9:12,위안,,59,소망을 품은 갇혔던 자들아 너희는 보장으로 돌아올지니라 내가 오늘날도 이르노라 내가 배나 네게 갚을 것이라,
