reference,type,merged,len,text,note
고린도전서 13:12,위안,,94,우리가 이제는 거울로 보는 것같이 희미하나 그 때에는 얼굴과 얼굴을 대하여 볼 것이요 이제는 내가 부분적으로 아나 그 때에는 주께서 나를 아신 것같이 내가 온전히 알리라,'거울로 보는 것같이 희미하나'
고린도전서 13:13,교훈,,47,"그런즉 믿음, 소망, 사랑, 이 세가지는 항상 있을 것인데 그 중에 제일은 사랑이라!",필터 탈락('그런즉' 시작) — 시드로 복구
고린도전서 14:20,교훈,,48,형제들아 지혜에는 아이가 되지 말고 악에는 어린 아이가 되라 지혜에 장성한 사람이 되라,'지혜에는 아이가 되지 말고'
고린도전서 15:58,위안,,83,그러므로 내 사랑하는 형제들아 견고하며 흔들리지 말며 항상 주의 일에 더욱 힘쓰는 자들이 되라 이는 너희 수고가 주 안에서 헛되지 않은 줄을 앎이니라,'너희 수고가 주 안에서 헛되지 않은 줄을 앎이니라'
고린도후서 1:4,위안,,76,우리의 모든 환난 중에서 우리를 위로하사 우리로 하여금 하나님께 받는 위로로써 모든 환난 중에 있는 자들을 능히 위로하게 하시는 이시로다,'하나님께 받는 위로로써 환난 중에 있는 자들을 위로하게'
고린도후서 1:5,위안,,46,그리스도의 고난이 우리에게 넘친 것같이 우리의 위로도 그리스도로 말미암아 넘치는도다,
고린도후서 4:18,교훈,,64,"우리의 돌아보는 것은 보이는 것이 아니요, 보이지 않는 것이니 보이는 것은 잠간이요, 보이지 않는 것은 영원함이니라",'보이는 것은 잠간이요 보이지 않는 것은 영원함이니라'
고린도후서 6:2b,교훈,·하반절,74,"내가 은혜를 베풀 때에 너를 듣고 구원의 날에 너를 도왔다 하셨으니 보라! 지금은 은혜 받을만한 때요, 보라! 지금은 구원의 날이로다",
고린도후서 6:10,위안,,73,"근심하는 자 같으나 항상 기뻐하고, 가난한 자 같으나 많은 사람을 부요하게 하고, 아무 것도 없는 자 같으나 모든 것을 가진 자로다",'아무 것도 없는 자 같으나 모든 것을 가진 자로다'
고린도후서 8:12,위안,,39,할 마음만 있으면 있는 대로 받으실 터이요 없는 것을 받지 아니하시리라,'할 마음만 있으면 있는 대로 받으실 터이요'
고린도후서 9:7,교훈,,61,각각 그 마음에 정한 대로 할 것이요 인색함으로나 억지로 하지 말지니 하나님은 즐겨 내는 자를 사랑하시느니라!,'하나님은 즐겨 내는 자를 사랑하시느니라'
고린도후서 10:18,교훈,,46,옳다 인정함을 받는 자는 자기를 칭찬하는 자가 아니요 오직 주께서 칭찬하시는 자니라,
고린도후서 12:10,위안,,72,"그러므로 내가 그리스도를 위하여 약한 것들과, 능욕과, 궁핍과, 핍박과, 곤란을 기뻐하노니 이는 내가 약할 그 때에 곧 강함이니라",'내가 약할 그 때에 곧 강함이니라'
갈라디아서 3:28,교훈,,59,"너희는 유대인이나, 헬라인이나, 종이나, 자주자나, 남자나, 여자 없이 다 그리스도 예수 안에서 하나이니라",'종이나 자주자나 남자나 여자 없이 다 하나이니라'
갈라디아서 5:1,교훈,,57,그리스도께서 우리로 자유케 하려고 자유를 주셨으니 그러므로 굳세게 서서 다시는 종의 멍에를 메지 말라!,'다시는 종의 멍에를 메지 말라'
갈라디아서 5:15,교훈,,25,만일 서로 물고 먹으면 피차 멸망할까 조심하라,'서로 물고 먹으면 피차 멸망할까 조심하라'
갈라디아서 6:2,교훈,,32,너희가 짐을 서로 지라! 그리하여 그리스도의 법을 성취하라,'너희가 짐을 서로 지라'
갈라디아서 6:3,교훈,,38,만일 누가 아무 것도 되지 못하고 된 줄로 생각하면 스스로 속임이니라,
갈라디아서 6:7,교훈,,57,스스로 속이지 말라! 하나님은 만홀히 여김을 받지 아니하시나니 사람이 무엇으로 심든지 그대로 거두리라!,'무엇으로 심든지 그대로 거두리라'
갈라디아서 6:9,위안,,41,우리가 선을 행하되 낙심하지 말지니 피곤하지 아니하면 때가 이르매 거두리라,'선을 행하되 낙심하지 말지니'
갈라디아서 6:10,교훈,,51,그러므로 우리는 기회 있는 대로 모든 이에게 착한 일을 하되 더욱 믿음의 가정들에게 할지니라,
에베소서 2:10,위안,,88,우리는 그의 만드신 바라 그리스도 예수 안에서 선한 일을 위하여 지으심을 받은 자니 이 일은 하나님이 전에 예비하사 우리로 그 가운데서 행하게 하려 하심이니라,'우리는 그의 만드신 바라'
에베소서 4:29,교훈,,72,무릇 더러운 말은 너희 입 밖에도 내지 말고 오직 덕을 세우는 데 소용되는 대로 선한 말을 하여 듣는 자들에게 은혜를 끼치게 하라,'더러운 말은 너희 입 밖에도 내지 말고'
에베소서 4:32,교훈,,57,서로 인자하게 하며 불쌍히 여기며 서로 용서하기를 하나님이 그리스도 안에서 너희를 용서하심과 같이 하라,'서로 인자하게 하며 불쌍히 여기며'
에베소서 5:8,교훈,,41,너희가 전에는 어두움이더니 이제는 주 안에서 빛이라 빛의 자녀들처럼 행하라,'빛의 자녀들처럼 행하라'
에베소서 5:16,교훈,,17,세월을 아끼라! 때가 악하니라!,'세월을 아끼라 때가 악하니라'
에베소서 5:21,교훈,,19,그리스도를 경외함으로 피차 복종하라,
빌립보서 1:6,위안,,49,너희 속에 착한 일을 시작하신 이가 그리스도 예수의 날까지 이루실 줄을 우리가 확신하노라,'착한 일을 시작하신 이가 그날까지 이루실 줄을'
빌립보서 2:14,교훈,,19,모든 일을 원망과 시비가 없이 하라,'모든 일을 원망과 시비가 없이 하라'
빌립보서 4:4,위안,,31,주 안에서 항상 기뻐하라! 내가 다시 말하노니 기뻐하라!,
빌립보서 4:5,교훈,,31,너희 관용을 모든 사람에게 알게 하라 주께서 가까우시니라,'너희 관용을 모든 사람에게 알게 하라'
빌립보서 4:6,위안,,54,아무 것도 염려하지 말고 오직 모든 일에 기도와 간구로 너희 구할 것을 감사함으로 하나님께 아뢰라,'아무 것도 염려하지 말고'
빌립보서 4:11-12,교훈,합본,110,내가 궁핍하므로 말하는 것이 아니라 어떠한 형편에든지 내가 자족하기를 배웠노니 내가 비천에 처할 줄도 알고 풍부에 처할 줄도 알아 모든 일에 배부르며 배고픔과 풍부와 궁핍에도 일체의 비결을 배웠노라,합본 예상(4:11-12) '어떠한 형편에든지 자족하기를 배웠노니'
빌립보서 4:13,위안,,34,내게 능력 주시는 자 안에서 내가 모든 것을 할 수 있느니라!,
빌립보서 4:19,위안,,52,나의 하나님이 그리스도 예수 안에서 영광 가운데 그 풍성한 대로 너희 모든 쓸 것을 채우시리라,'너희 모든 쓸 것을 채우시리라'
골로새서 3:17,교훈,,54,또 무엇을 하든지 말에나 일에나 다 주 예수의 이름으로 하고 그를 힘입어 하나님 아버지께 감사하라,
골로새서 3:23,교훈,,40,무슨 일을 하든지 마음을 다하여 주께 하듯 하고 사람에게 하듯 하지 말라,'무슨 일을 하든지 마음을 다하여 주께 하듯 하고'
골로새서 4:2,교훈,,27,기도를 항상 힘쓰고 기도에 감사함으로 깨어 있으라,
골로새서 4:5,교훈,,25,외인을 향하여서는 지혜로 행하여 세월을 아끼라,'외인을 향하여서는 지혜로 행하여 세월을 아끼라'
데살로니가전서 5:11,교훈,,37,그러므로 피차 권면하고 피차 덕을 세우기를 너희가 하는 것같이 하라,
데살로니가전서 5:21-22,교훈,합본,34,범사에 헤아려 좋은 것을 취하고 악은 모든 모양이라도 버리라!,합본 예상(5:21-22)
디모데후서 2:23,교훈,,33,어리석고 무식한 변론을 버리라 이에서 다툼이 나는 줄 앎이라,'어리석고 무식한 변론을 버리라'
